Malawi,Raven,064019,20144
Minnesota,Ram,087345,20145
Alabama,Zebra,003420,20146
Singapore,Prionace_,088958,20147
Californi,Human,051197,20148
TRINIDAD_,Badger,068736,20149
Malta,Pinniped,074466,20150
Mississip,Hornet,031813,20151
Grenada,Angel_sha,003321,20152
Arizona,Reindeer,065685,20153
Illinois,Carcharhi,074346,20154
COSTA_RIC,Negaprion,002847,20155
Nepal,Heron,004459,20156
Madagasca,Moose,037199,20157
Kiribati,Gorilla,017627,20158
Vatican_C,Chamois,001756,20159
Sweden,Scoliodon,055235,20160
Washingto,Heron,066407,20161
Tonga,Isurus,096267,20162
Luxembour,Anatidae,043177,20163
Greece,Triaenodo,039359,20164
CZECH_REP,Sphyrna_l,033913,20165
Slovenia,Baboon,010705,20166
Romania,Chiloscyl,073650,20167
Zimbabwe,Crow,002507,20168
Florida,Whale_Sha,030417,20169
Florida,Pony,090984,20170
Cyprus,Squalifor,077695,20171
Taiwan,Swan,030568,20172
DOMINICAN,Otter,080231,20173
Greece,Magpie,042496,20174
Saudi_Ara,Dogfish,096828,20175
Oregon,Carcharhi,042109,20176
Samoa,Jackal,067974,20177
Sweden,Pristioph,058296,20178
Virginia,Heron,027599,20179
Lithuania,Wombat,052677,20180
DOMINICAN,Magpie,056975,20181
Illinois,Wren,093577,20182
Rhode_Isl,Ostrich,094241,20183
Samoa,Coccinell,086757,20184
Grenada,Pygmy_Sha,083576,20185
Namibia,Cormorant,049593,20186
Slovenia,Bison,011185,20187
Georgia,Chamois,097712,20188
Nauru,Polecat,090032,20189
Malta,Goose,058448,20190
Jordan,Quail,007171,20191
Tanzania,Negaprion,093655,20192
Japan,Lamna,047262,20193
North_Car,Columbida,023132,20194
Croatia,Anatidae,043564,20195
DOMINICAN,Coccinell,075252,20196
Australia,Triaenodo,037118,20197
Barbados,Heron,090824,20198
Samoa,Sawshark,092862,20199
Japan,Scoliodon,087987,20200
Barbados,Poroderma,046504,20201
New_Mexic,Orectolob,068457,20202
Nepal,Fish,031718,20203
Malta,Whale_Sha,040596,20204
Grenada,Columbida,087869,20205
MARSHALL_,Wombat,001586,20206
Mozambiqu,Prionace_,043726,20207
Illinois,Rhizoprio,073586,20208
Luxembour,Mule,083159,20209
Samoa,Quail,027811,20210
Florida,Heron,089241,20211
Slovenia,Coccinell,080299,20212
Lithuania,Skunk,041256,20213
Australia,Angel_sha,051202,20214
Malta,Louse,024590,20215
Wisconsin,Hemiscyll,012679,20216
Japan,Partridge,097610,20217
Barbados,Poroderma,030941,20218
NEW_ZEALA,Angel_sha,088291,20219
Taiwan,Otter,005950,20220
Croatia,Beaver,080545,20221
North_Car,Crow,015939,20222
Georgia,Camel,039915,20223
Wyoming,Cormorant,013670,20224
Tanzania,Alligator,056352,20225
Greece,Heron,038345,20226
Ecuador,Nightinga,064585,20227
MARSHALL_,Ostrich,051067,20228
NEW_ZEALA,Pony,071340,20229
Greece,Goldfinch,015194,20230
Italy,Reindeer,021975,20231
Wyoming,Orectolob,047271,20232
Tonga,Guanaco,093219,20233
Dominica,Bullhead_,028808,20234
Sweden,Lamna,023745,20235
Oregon,Partridge,036582,20236
Serbia,Peafowl,064484,20237
Luxembour,Hornet,034528,20238
Latvia,Mallard,081241,20239
EL_SALVAD,Pony,008028,20240
Switzerla,Chamois,086312,20241
Michigan,Ostrich,074961,20242
Tanzania,Giant_Pan,068934,20243
Dominica,Jackal,008328,20244
EQUATORIA,Ostrich,024701,20245
Samoa,Prionace,083875,20246
Tunisia,Polecat,002625,20247
Mozambiqu,Beaver,041421,20248
Guatemala,Donkey,071941,20249
Nepal,Baboon,070810,20250
Georgia,Sphyrna_l,001230,20251
Serbia,Lamna,008212,20252
Tennessee,Pygmy_Sha,018369,20253
Spain,Louse,084221,20254
CZECH_REP,Jackal,036621,20255
Tonga,Polecat,026258,20256
Switzerla,Cobra,075119,20257
Tennessee,Moose,096307,20258
Maine,Badger,090530,20259
NEW_ZEALA,Skunk,014541,20260
Californi,Human,080703,20261
Zambia,Hawk,063816,20262
Colombia,Bison,033506,20263
Ukraine,Hawk,099578,20264
Uruguay,Cobra,037568,20265
Hawaii,Rhinocero,071894,20266
Kiribati,Partridge,055357,20267
New_Jerse,Lamniform,007736,20268
EL_SALVAD,Carcharhi,070265,20269
Illinois,Isurus,056445,20270
DOMINICAN,Crow,066625,20271
Ecuador,Snipe,096510,20272
Namibia,Goldfinch,031854,20273
Ecuador,Parascyll,039495,20274
Minnesota,Echinorhi,071011,20275
Slovenia,Guanaco,039392,20276
Japan,Pristioph,026448,20277
Monaco,Cormorant,026699,20278
Grenada,Anatidae,056086,20279
Denmark,Isogompho,059436,20280
Massachus,Reindeer,011700,20281
Monaco,Zebra,092899,20282
Californi,Badger,037415,20283
Netherlan,Hemitriak,099676,20284
France,Anatidae,080372,20285
New_Jerse,Cormorant,009768,20286
Georgia,Zebra,059868,20287
Wyoming,Louse,011114,20288
Monaco,Jackal,045415,20289
Maine,Isurus,070148,20290
Croatia,Cobra,055681,20291
Denmark,Fox,078349,20292
Canada,Swallow,074569,20293
Romania,Sphyrna_l,007398,20294
Uzbekista,Parmaturu,062113,20295
Mississip,Reindeer,043010,20296
Slovenia,Chiloscyl,036454,20297
WESTERN_S,Camel,050822,20298
Sudan,Rhinocero,087385,20299
Massachus,Quail,037883,20300
Latvia,Carcharhi,043473,20301
Ghana,Isogompho,074470,20302
Slovenia,Chamois,051302,20303
Cyprus,Beaver,001487,20304
Kiribati,Gerbil,009692,20305
Madagasca,Sheep,060570,20306
South_Car,Manatee,084876,20307
New_Jerse,Goldfinch,069467,20308
Barbados,Poroderma,038707,20309
Nauru,Sheep,003941,20310
Michigan,Scoliodon,047766,20311
Ireland,Peafowl,022195,20312
EQUATORIA,Otter,089143,20313
Alabama,Giraffe,002599,20314
Mississip,Dogfish,093471,20315
MARSHALL_,Prionace_,071488,20316
Italy,Chiloscyl,019134,20317
Serbia,Cirrhoscy,099638,20318
Barbados,Prionace_,065198,20319
Greece,Quail,004609,20320
Serbia,Isogompho,061165,20321
Mozambiqu,Isurus,054919,20322
DOMINICAN,Anatidae,099117,20323
CZECH_REP,Moose,001464,20324
Slovenia,Fish,081280,20325
Vatican_C,Gerbil,050488,20326
DOMINICAN,Donkey,044277,20327
Ethiopia,Angel_sha,056690,20328
Slovakia,Sawshark,088397,20329
Sweden,Nightinga,071653,20330
Taiwan,Lion,061236,20331
Minnesota,Parascyll,054255,20332
Uzbekista,Orectolob,091784,20333
Virginia,Manatee,014732,20334
Virginia,Hornet,058821,20335
Zimbabwe,Manatee,024033,20336
Washingto,Guanaco,096307,20337
Grenada,Triakis,022781,20338
Mozambiqu,Chamois,088098,20339
Washingto,Quail,020241,20340
Slovakia,Gazelle,010575,20341
Saudi_Ara,Ram,043180,20342
Maine,Cirrhoscy,061310,20343
North_Car,Chiloscyl,029794,20344
Malawi,Hyena,022294,20345
Croatia,Lion,012257,20346
Virginia,Coccinell,079948,20347
Switzerla,Magpie,036699,20348
Vatican_C,Snipe,012227,20349
Japan,Carcharhi,085009,20350
South_Car,Poroderma,052545,20351
Romania,Fish,013931,20352
Samoa,Hyena,098130,20353
Italy,Negaprion,025164,20354
Malaysia,Skunk,001585,20355
Romania,Polecat,077326,20356
Taiwan,Zebra,043520,20357
Cyprus,Polecat,074890,20358
Denmark,Lamna,062281,20359
EQUATORIA,Whale_Sha,054977,20360
Mozambiqu,Hornet,081595,20361
Finland,Quail,047562,20362
Italy,Magpie,000037,20363
Illinois,Carcharhi,065304,20364
Ecuador,Flamingo,070537,20365
Maryland,Hornet,058357,20366
Colombia,Baboon,020730,20367
Japan,Whale_Sha,001268,20368
Washingto,Lamniform,057216,20369
Jordan,Swan,088319,20370
Sudan,Goldfinch,019780,20371
Grenada,Manatee,085985,20372
Tunisia,Zebra,066922,20373
Ireland,Cobra,015123,20374
Illinois,Hemitriak,035298,20375
EL_SALVAD,Donkey,017236,20376
Slovenia,Rhizoprio,062810,20377
Australia,Bullhead_,069063,20378
Kiribati,Crow,075660,20379
France,Reindeer,029917,20380
Grenada,Apristuru,099216,20381
Maryland,Cormorant,009393,20382
Ethiopia,Polecat,009985,20383
Hawaii,Polecat,065588,20384
Greece,Dolphin,006185,20385
Slovakia,Hornet,064999,20386
Texas,Carcharhi,058602,20387
Michigan,Wren,027683,20388
Switzerla,Lion,018818,20389
Greece,Ram,087621,20390
Samoa,Baboon,012619,20391
Maine,Hemitriak,004383,20392
Nebraska,Hornet,096314,20393
Canada,Sawshark,003790,20394
Louisiana,Moose,082418,20395
Michigan,Pygmy_Sha,057061,20396
Nepal,Goldfinch,035769,20397
Maryland,Raven,057011,20398
Nepal,Echinorhi,099977,20399
Namibia,Columbida,045146,20400
Guatemala,Hemiscyll,032058,20401
Malta,Mallard,081601,20402
Washingto,Hemitriak,002824,20403
Romania,Isogompho,080451,20404
EQUATORIA,Wombat,046643,20405
North_Car,Parascyll,003709,20406
Cyprus,Flamingo,018739,20407
Maine,Carcharhi,036954,20408
Croatia,Crow,097438,20409
Zambia,Guanaco,081692,20410
Uganda,Swan,051019,20411
EL_SALVAD,Baboon,062022,20412
South_Car,Giant_Pan,085855,20413
Croatia,Ostrich,039002,20414
Malawi,Pony,038546,20415
Ukraine,Badger,068958,20416
Sweden,Lamniform,042055,20417
New_Jerse,Moose,039969,20418
Sudan,Gorilla,043111,20419
EQUATORIA,Chamois,002655,20420
Malawi,Chamois,044715,20421
Virginia,Beaver,037374,20422
Dominica,Raven,029609,20423
Maryland,Parmaturu,031710,20424
Georgia,Gerbil,088265,20425
Croatia,Fish,034101,20426
Thailand,Angel_sha,038656,20427
Alabama,Chiloscyl,086592,20428
Zimbabwe,Skunk,014692,20429
Greece,Mallard,052446,20430
Florida,Anatidae,047772,20431
Washingto,Hemitriak,041781,20432
WESTERN_S,Giraffe,042917,20433
Minnesota,Partridge,075276,20434
Tuvalu,Hornet,030503,20435
Singapore,Badger,026925,20436
Alabama,Wombat,045946,20437
Dominica,Bison,005507,20438
Texas,American_,028194,20439
Tennessee,Negaprion,022916,20440
Maine,Human,082838,20441
Minnesota,Gerbil,001888,20442
Tanzania,Gazelle,077657,20443
Monaco,Ostrich,065339,20444
Massachus,Manatee,030376,20445
Colombia,Camel,001286,20446
Mozambiqu,Badger,095032,20447
Michigan,American_,082533,20448
Thailand,Angel_sha,097391,20449
Samoa,Human,057840,20450
Mississip,American_,079264,20451
Zambia,Columbida,087299,20452
Mozambiqu,Pony,073910,20453
Canada,Dolphin,041665,20454
Australia,Isurus,028177,20455
Nebraska,Swallow,029538,20456
Nigeria,Chiloscyl,006778,20457
Guatemala,Hemiscyll,015259,20458
Sweden,Triakis,023721,20459
Spain,Goose,006833,20460
Sudan,Pygmy_Sha,085756,20461
Massachus,Apristuru,022800,20462
Malta,Hemitriak,099922,20463
DOMINICAN,Snipe,055261,20464
Mozambiqu,Louse,010685,20465
Texas,Louse,077814,20466
Uzbekista,Quail,075692,20467
EL_SALVAD,Polecat,040084,20468
Alabama,Dolphin,024565,20469
Turkey,Isogompho,077067,20470
NEW_ZEALA,Fox,098951,20471
Tennessee,Parascyll,006203,20472
Pennsylva,Jaguar,014210,20473
Mississip,Human,072321,20474
Illinois,Ram,080081,20475
WESTERN_S,Carcharhi,072772,20476
Japan,Partridge,000650,20477
Tanzania,Crow,060927,20478
Netherlan,American_,007419,20479
Greece,Lion,010722,20480
Canada,Magpie,070603,20481
Monaco,Zebra,095245,20482
Serbia,Cheetah,032716,20483
Samoa,Echinorhi,026131,20484
Tennessee,Goose,098628,20485
NEW_ZEALA,Giant_Pan,055651,20486
Uzbekista,Swallow,017563,20487
DOMINICAN,Hyena,030566,20488
Maine,Partridge,044690,20489
Colombia,Goose,025422,20490
Californi,Lamniform,018297,20491
Turkey,Echinorhi,030567,20492
Ghana,Hemiscyll,098451,20493
WESTERN_S,Giant_Pan,041577,20494
Saudi_Ara,Pygmy_Sha,008914,20495
Cyprus,Poroderma,006674,20496
Uganda,Cobra,010698,20497
Louisiana,Jaguar,059057,20498
Wyoming,Parmaturu,077096,20499
Mississip,Triakis,048080,20500
Maine,Reindeer,036201,20501
Hawaii,Isurus,005523,20502
Saudi_Ara,Nightinga,084645,20503
Malta,Hawk,016712,20504
Guatemala,Sheep,073678,20505
Ethiopia,Badger,089406,20506
North_Car,Coyote,015667,20507
Tunisia,Hawk,012506,20508
Ethiopia,Otter,030869,20509
Saudi_Ara,Wombat,075474,20510
Zimbabwe,Dolphin,079062,20511
Uruguay,Triakis,038747,20512
Alabama,Hyena,001872,20513
Singapore,Whale_Sha,067040,20514
Malta,Mule,046480,20515
Ireland,Goldfinch,021363,20516
Ireland,Coccinell,065783,20517
Rhode_Isl,Hemitriak,002078,20518
Tonga,Carcharhi,096633,20519
Nepal,Camel,012782,20520
Switzerla,Apristuru,077857,20521
Thailand,Badger,081000,20522
Netherlan,Goldfinch,020001,20523
Zimbabwe,Rhizoprio,082114,20524
CZECH_REP,Mallard,005225,20525
Alaska,Fish,053920,20526
Taiwan,Pony,001823,20527
Wyoming,Chiloscyl,041589,20528
Florida,Columbida,068156,20529
Massachus,American_,082506,20530
Missouri,Gorilla,078078,20531
Slovenia,Ram,067162,20532
Sudan,Jaguar,025742,20533
Saudi_Ara,Polecat,098176,20534
EL_SALVAD,Mallard,032846,20535
South_Car,Heron,053649,20536
France,Fish,039188,20537
Japan,Hemiscyll,036611,20538
Slovenia,Pelican,076291,20539
COSTA_RIC,Partridge,015323,20540
Michigan,Triaenodo,078058,20541
Thailand,Prionace_,005196,20542
Nepal,Sphyrna_l,083584,20543
Barbados,Coccinell,046777,20544
Canada,Pinniped,010152,20545
Nigeria,Pygmy_Sha,022736,20546
EQUATORIA,Hornet,025982,20547
Malta,Chiloscyl,017408,20548
Ghana,Triaenodo,058583,20549
Slovenia,Sawshark,007465,20550
Jordan,Peafowl,084998,20551
Californi,Carcharhi,003597,20552
Latvia,Negaprion,051527,20553
Oregon,Parascyll,098297,20554
Alabama,Prionace_,077171,20555
Californi,Pristioph,054306,20556
Turkey,Sheep,027488,20557
Slovakia,Columbida,068739,20558
Finland,Black_pan,094093,20559
France,Ostrich,037254,20560
Oregon,Crow,017499,20561
Texas,Swallow,058211,20562
Tuvalu,Dolphin,003713,20563
Wisconsin,Mouse,088710,20564
Californi,Magpie,057574,20565
Tanzania,Partridge,075199,20566
DOMINICAN,Jackal,046360,20567
Ukraine,Apristuru,052344,20568
North_Car,Angel_sha,036207,20569
Luxembour,Bison,087452,20570
Mississip,Moose,092560,20571
Jordan,Pygmy_Sha,074336,20572
Ukraine,Otter,070214,20573
Maine,Sphyrna_l,076704,20574
New_Jerse,Isogompho,085358,20575
Michigan,Camel,042357,20576
Georgia,Carcharhi,052226,20577
Georgia,Bison,053408,20578
Nebraska,Angel_sha,080702,20579
Uruguay,Badger,021125,20580
Slovenia,Scoliodon,015733,20581
Malaysia,Pristioph,002525,20582
Turkey,Whale_Sha,091082,20583
Samoa,Lamniform,088935,20584
Georgia,Human,095754,20585
Turkey,Sheep,010850,20586
Texas,Giant_Pan,046626,20587
Sweden,Triakis,000474,20588
Uganda,Echinorhi,095724,20589
Minnesota,Mallard,032850,20590
MARSHALL_,Triakis,028997,20591
Japan,Carcharhi,031365,20592
DOMINICAN,Negaprion,010435,20593
Tonga,Parascyll,036539,20594
Texas,Mallard,093158,20595
Ireland,Prionace,057112,20596
Australia,Pristioph,015374,20597
Dominica,Sawshark,053071,20598
Wyoming,Quail,063412,20599
Samoa,Gazelle,052605,20600
Malawi,Hawk,094114,20601
Ethiopia,Lamna,015096,20602
Nebraska,Mouse,069739,20603
CZECH_REP,Moose,055227,20604
Luxembour,Hemiscyll,013949,20605
Spain,Negaprion,015953,20606
Sudan,Nightinga,064335,20607
Ghana,Goldfinch,096775,20608
Dominica,Hemitriak,033899,20609
Sweden,Jackal,082413,20610
Alabama,Mouse,079417,20611
Japan,Giant_Pan,069271,20612
Zimbabwe,Parmaturu,058039,20613
Californi,Mallard,015561,20614
Nebraska,Sphyrna_l,056324,20615
Zimbabwe,Fox,089289,20616
Oregon,Heron,002762,20617
Luxembour,Fox,068687,20618
Namibia,Louse,063621,20619
Colombia,Flamingo,090337,20620
Grenada,Bullhead_,067172,20621
Zambia,Cheetah,065064,20622
Luxembour,Triakis,015149,20623
Sudan,Human,014154,20624
Zambia,Hamster,098130,20625
France,Heron,085271,20626
New_Jerse,Mallard,052496,20627
Greece,Squalifor,064319,20628
Florida,Sawshark,043997,20629
Singapore,Mallard,073260,20630
Namibia,Polecat,029896,20631
Spain,Beaver,013034,20632
Turkey,Partridge,004945,20633
Sweden,Lamniform,096541,20634
Florida,Mouse,016012,20635
New_Mexic,Mouse,091276,20636
Romania,Peafowl,025478,20637
Ukraine,Flamingo,082809,20638
NEW_ZEALA,Ostrich,088579,20639
Serbia,Pony,006964,20640
Pennsylva,Giant_Pan,031283,20641
New_Jerse,Human,072624,20642
Singapore,Giraffe,005953,20643
New_Jerse,Reindeer,075109,20644
Florida,Polecat,054158,20645
Washingto,Carcharhi,009639,20646
Nebraska,Negaprion,064372,20647
New_Mexic,Prionace,029191,20648
Canada,Mallard,054643,20649
Taiwan,Parascyll,017157,20650
Mississip,Giant_Pan,024461,20651
Slovakia,Cheetah,092606,20652
WESTERN_S,Sawshark,049773,20653
Georgia,Swan,010883,20654
Tunisia,Angel_sha,075971,20655
Illinois,Gorilla,053301,20656
CZECH_REP,Echinorhi,018895,20657
Tonga,Wombat,056239,20658
Japan,Sheep,090698,20659
Italy,Anatidae,081279,20660
Tanzania,Lion,057677,20661
Finland,Cormorant,029532,20662
Japan,Carcharhi,076954,20663
Pennsylva,Ostrich,022115,20664
New_Jerse,Baboon,018451,20665
Kiribati,Beaver,091902,20666
Samoa,Alligator,095582,20667
Morocco,Giraffe,068099,20668
Nigeria,Cheetah,071223,20669
Netherlan,Cormorant,039360,20670
Arizona,Dolphin,024734,20671
Spain,Jackal,090293,20672
Arizona,Alligator,045197,20673
France,Prionace_,095486,20674
Grenada,Isogompho,011289,20675
Tanzania,Negaprion,032394,20676
Finland,Squalifor,097008,20677
CZECH_REP,Hemitriak,009296,20678
Finland,Nightinga,022366,20679
Illinois,Carcharhi,034274,20680
Alaska,Triakis,022072,20681
Maine,Pinniped,099911,20682
NEW_ZEALA,Jaguar,012212,20683
Tennessee,Polecat,056503,20684
Vatican_C,Poroderma,022495,20685
Kiribati,Nightinga,010107,20686
Dominica,Jackal,000214,20687
Rhode_Isl,Wombat,074310,20688
Ecuador,Alligator,013254,20689
Lithuania,Apristuru,037141,20690
Mozambiqu,Black_pan,036370,20691
EQUATORIA,Baboon,064409,20692
Arizona,Gorilla,084574,20693
Malta,Sheep,008767,20694
Guatemala,Parascyll,029406,20695
Luxembour,Hamster,086857,20696
North_Car,Pinniped,090759,20697
Netherlan,Partridge,047289,20698
Nepal,Pristioph,080541,20699
Tonga,Gerbil,072520,20700
Slovakia,Hornet,086538,20701
EL_SALVAD,Hemitriak,070861,20702
Jordan,Hawk,032235,20703
Tennessee,Sheep,045529,20704
Ireland,Wren,068391,20705
NEW_ZEALA,Cobra,066004,20706
CZECH_REP,Mule,065525,20707
Croatia,Sphyrna_l,065277,20708
Namibia,Swan,008192,20709
Lithuania,Hornet,081082,20710
Morocco,Guanaco,084384,20711
Washingto,Coccinell,094595,20712
Nigeria,Hemiscyll,070098,20713
Minnesota,Pinniped,054608,20714
France,Pelican,097770,20715
Japan,Hawk,008174,20716
Italy,Raven,002541,20717
Georgia,Prionace,055646,20718
Massachus,Guanaco,098450,20719
Wisconsin,Moose,083129,20720
Uzbekista,Partridge,078188,20721
Thailand,Cheetah,033695,20722
Samoa,Parascyll,000474,20723
New_Jerse,Peafowl,036818,20724
Vatican_C,Polecat,096928,20725
Hawaii,Peafowl,073476,20726
Denmark,Beaver,008341,20727
Japan,Cheetah,004744,20728
Nauru,Pelican,002652,20729
Nepal,Scoliodon,076982,20730
Saudi_Ara,Pony,049010,20731
Ethiopia,Reindeer,066777,20732
Sweden,Gerbil,062942,20733
Slovakia,Polecat,042496,20734
Croatia,Hornet,041986,20735
Cyprus,Echinorhi,083739,20736
Sweden,Triaenodo,095407,20737
Switzerla,Bullhead_,036605,20738
North_Car,Lamna,009405,20739
Alaska,Polecat,049404,20740
Louisiana,Goose,068450,20741
Minnesota,Echinorhi,032760,20742
Tuvalu,Fox,056066,20743
Alaska,Crow,015944,20744
New_Jerse,Gerbil,082048,20745
Malawi,Swallow,085198,20746
TRINIDAD_,Carcharhi,072896,20747
New_Jerse,Triakis,099294,20748
Missouri,Reindeer,069669,20749
New_Mexic,Mule,099033,20750
Washingto,Raven,086614,20751
COSTA_RIC,Chiloscyl,023594,20752
DOMINICAN,Mallard,074541,20753
EQUATORIA,Ram,015055,20754
Michigan,Squalifor,085076,20755
Monaco,Goldfinch,099236,20756
Denmark,Chamois,089470,20757
Grenada,Sawshark,068127,20758
Barbados,Camel,060100,20759
Georgia,Prionace,007868,20760
Wyoming,Bullhead_,022240,20761
Mississip,Mallard,007507,20762
Californi,Scoliodon,055033,20763
Texas,Gazelle,026270,20764
Tuvalu,Partridge,066572,20765
New_Jerse,Sheep,044309,20766
Ireland,Sawshark,011280,20767
Greece,Isurus,095667,20768
CZECH_REP,Bullhead_,057393,20769
Nebraska,Alligator,070304,20770
Zimbabwe,Gorilla,078331,20771
Nigeria,American_,048976,20772
Tonga,Skunk,056925,20773
Wisconsin,Goldfinch,001118,20774
Nebraska,Giraffe,049975,20775
Oregon,Chiloscyl,065698,20776
Sweden,Jaguar,017131,20777
Wisconsin,Bullhead_,032595,20778
Grenada,Whale_Sha,075996,20779
Nauru,Beaver,053477,20780
Kiribati,Squalifor,016007,20781
Californi,Lamna,061801,20782
NEW_ZEALA,Sheep,075562,20783
Californi,Bison,024159,20784
Denmark,Coccinell,040921,20785
Italy,Lamna,082157,20786
Mozambiqu,Triaenodo,006316,20787
Japan,Jackal,055747,20788
Tunisia,Heron,057441,20789
Grenada,Parmaturu,096579,20790
Uganda,Quail,097592,20791
EL_SALVAD,Camel,045863,20792
Nigeria,Coyote,004715,20793
Kiribati,Hamster,080191,20794
Washingto,Badger,050917,20795
Uruguay,Coccinell,063602,20796
Louisiana,Swallow,046323,20797
Hawaii,Goldfinch,098935,20798
Florida,Badger,057518,20799
Arizona,Quail,080096,20800
Saudi_Ara,Skunk,038282,20801
Kiribati,Wren,065768,20802
Italy,Cormorant,061100,20803
TRINIDAD_,Squalifor,037026,20804
Romania,Angel_sha,008558,20805
Hawaii,Chamois,080439,20806
Ethiopia,Poroderma,007337,20807
Arizona,Crow,044959,20808
Thailand,Orectolob,053274,20809
Greece,Whale_Sha,031221,20810
Alabama,Jaguar,099880,20811
Croatia,Ram,021022,20812
North_Car,Anatidae,040622,20813
